1,1996 World Champion,=PROMO,Christopher Rush,WUBRG,Special,Celebration Cards
177,Baleful Strix,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382855,Nils Hamm,Blue/Black,U,Commander 2013 Edition
243,Baleful Strix,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382855,Nils Hamm,Blue/Black,R,Vintage Masters
145,Bane Alley Broker,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=366475,Clint Cearley,Blue/Black,U,Gatecrash
,Banshee,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201251,Jesper Myrfors,Black,U,Chronicles
,Banshee,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201251,Jesper Myrfors,Black,U,The Dark
59,Banshee,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201251,Jesper Myrfors,Black,U,Masters Edition III
92,Barbarian Outcast,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26726,Mark Tedin,Red,C,Torment
,Barbed Foliage,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3376,Mark Poole,Green,U,Mirage
,Baron Sengir,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159208,Pete Venters,Black,R,Homelands
58,Baron Sengir,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159208,Pete Venters,Black,R,Masters Edition
,Basal Thrull,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1845,Christopher Rush,Black,C,Fallen Empires
,Basalt Monolith,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202565,Jesper Myrfors,,U,Revised Edition
,Basalt Monolith,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202565,Jesper Myrfors,,U,Unlimited Edition
,Basalt Monolith,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202565,Jesper Myrfors,,U,Limited Edition Beta
,Basalt Monolith,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202565,Jesper Myrfors,,U,Limited Edition Alpha
182,Basalt Monolith,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202565,Jesper Myrfors,,U,Masters Edition IV
,Battle Frenzy,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2611,Brian Snoddy,Red,C,Ice Age
128,Battle Hymn,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=270996,Nils Hamm,Red,C,Avacyn Restored
174,Battle Squadron,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=19712,Mark Tedin,Red,R,Mercadian Masques
98,Battlegate Mimic,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205378,Franz Vohwinkel,White/Red,C,Planechase
133,Battlegate Mimic,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205378,Franz Vohwinkel,White/Red,C,Eventide
45,Battleground Geist,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=237355,Clint Cearley,Blue,U,Innistrad
1,Battlewise Valor,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=373627,Zack Stella,White,C,Theros
,Bayou,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202604,Jesper Myrfors,,R,Revised Edition
,Bayou,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202604,Jesper Myrfors,,R,Unlimited Edition
,Bayou,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202604,Jesper Myrfors,,R,Limited Edition Beta
,Bayou,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202604,Jesper Myrfors,,R,Limited Edition Alpha
204,Bayou,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202604,Jesper Myrfors,,R,Masters Edition III
242,Bayou,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202604,Jesper Myrfors,,R,Masters Edition IV
82,Beacon of Creation,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=51613,Mark Tedin,Green,R,Fifth Dawn
6,Beacon of Immortality,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=130553,Rob Alexander,White,R,Fifth Dawn
10,Beacon of Immortality,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=130553,Rob Alexander,White,R,Tenth Edition
68,Beast Hunt,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=185703,Kieran Yanner,Green,C,Planechase
158,Beast Hunt,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=185703,Kieran Yanner,Green,C,Zendikar
116,Befoul,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=5605,Pete Venters,Black,C,Urza's Saga
127,Belbe's Portal,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=21401,Mark Tedin,,R,Nemesis
46,Belltoll Dragon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394507,Zack Stella,Blue,U,Dragons of Tarkir
,Benalish Missionary,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4572,Pete Venters,White,C,Weatherlight
8,Benalish Trapper,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382863,Ken Meyer Jr.,White,C,Invasion
16,Benalish Trapper,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382863,Ken Meyer Jr.,White,C,Vintage Masters
171,Bile Blight,=PROMO,Nils Hamm,BB,Special,Friday Night Magic
,Birds of Paradise,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=14719,Mark Poole,Green,R,Fifth Edition
,Birds of Paradise,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=14719,Mark Poole,Green,R,Fourth Edition
,Birds of Paradise,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=14719,Mark Poole,Green,R,Revised Edition
,Birds of Paradise,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=14719,Mark Poole,Green,R,Unlimited Edition
,Birds of Paradise,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=14719,Mark Poole,Green,R,Limited Edition Beta
,Birds of Paradise,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=14719,Mark Poole,Green,R,Limited Edition Alpha
217,Birds of Paradise,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=14719,Mark Poole,Green,R,Classic Sixth Edition
26,Bite of the Black Rose,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382219,Franz Vohwinkel,Black,U,Magic: The Gathering - Conspiracy
59,Bitterblossom,=PROMO,Nils Hamm,1B,Special,Judge Gift Program
,Black Lotus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382866,Christopher Rush,,R,Unlimited Edition
,Black Lotus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382866,Christopher Rush,,R,Limited Edition Beta
,Black Lotus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382866,Christopher Rush,,R,Limited Edition Alpha
4,Black Lotus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382866,Chris Rahn,,B,Vintage Masters
62,Black Oak of Odunos,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=378434,Chris Rahn,Black,U,Born of the Gods
99,Black Poplar Shaman,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=139454,Mark Poole,Black,C,Lorwyn
54,Blackcleave Goblin,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=194297,Nils Hamm,Black,C,Scars of Mirrodin
70,Blacker Lotus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=9764,Christopher Rush,Colorless,R,Unglued
7,Blastoderm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393882,Nils Hamm,Green,C,Duel Decks: Garruk vs. Liliana
198,Blastoderm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393882,Nils Hamm,Green,U,Vintage Masters
58,Blazing Salvo,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368507,rk post,Red,C,Duel Decks: Sorin vs. Tibalt
178,Blazing Salvo,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368507,rk post,Red,C,Odyssey
2,Blessed Reversal,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=12366,Pete Venters,White,R,Urza's Legacy
4,Blessed Wind,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=24569,Anthony S. Waters,White,R,Prophecy
,Blight,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159769,Pete Venters,Black,U,Fourth Edition
,Blight,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159769,Pete Venters,Black,U,Legends
61,Blight,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159769,Pete Venters,Black,U,Masters Edition
156,Blightning,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=174917,Thomas M. Baxa,Black/Red,C,Shards of Alara
59,Blightsoil Druid,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=152705,Nils Hamm,Black,C,Morningtide
99,Blightsteel Colossus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221563,Chris Rahn,,M,Mirrodin Besieged
163,Blinkmoth Nexus,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39439,Brian Snoddy,,R,Darksteel
66,Blister Beetle,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=174893,Anthony S. Waters,Black,C,Shards of Alara
49,Blitz Hellion,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=179406,Anthony S. Waters,Red/Green,R,Alara Reborn
,Blizzard Elemental,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26653,Thomas M. Baxa,Blue,R,Beatdown Box Set
27,Blizzard Elemental,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26653,Thomas M. Baxa,Blue,R,Urza's Destiny
171,Blood Crypt,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=97102,Rob Alexander,,R,Dissension
77,Blood Funnel,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=89102,Thomas M. Baxa,Black,R,Ravnica: City of Guilds
106,Blood Moon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370419,Franz Vohwinkel,Red,R,Modern Masters
176,Blood Moon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370419,Franz Vohwinkel,Red,R,Ninth Edition
178,Blood Moon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370419,Franz Vohwinkel,Red,R,Eighth Edition
,Blood of the Martyr,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2855,Christopher Rush,White,U,Chronicles
,Blood of the Martyr,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2855,Christopher Rush,White,U,The Dark
57,Bloodfire Infusion,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=29303,Anthony S. Waters,Red,C,Apocalypse
313,Bloodstained Mire,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39505,Rob Alexander,,R,Onslaught
43,Bloodstained Mire,=PROMO,Rob Alexander,,Special,Judge Gift Program
104,Bloodthirsty Ogre,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=79113,Thomas M. Baxa,Black,U,Champions of Kamigawa
58,Bog Glider,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=24600,Brian Snoddy,Black,C,Prophecy
,Bog Imp,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25492,Christopher Rush,Black,C,Starter 2000
,Bog Imp,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25492,Christopher Rush,Black,C,Portal
65,Bog Imp,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25492,Christopher Rush,Black,C,Starter 1999
116,Bog Imp,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25492,Christopher Rush,Black,C,Classic Sixth Edition
95,Bog Initiate,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=23024,rk post,Black,C,Invasion
84,Bog Serpent,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=122321,Thomas M. Baxa,Black,C,Planar Chaos
314,Bog Wreckage,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=31763,Brian Snoddy,,C,Odyssey
156,Boggart Sprite-Chaser,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=146446,Mark Poole,Red,C,Lorwyn
,Bone Flute,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201140,Christopher Rush,,U,The Dark
192,Bone Flute,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201140,Christopher Rush,,C,Masters Edition III
135,Bone Saw,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=189270,Pete Venters,,C,Conflux
88,Bone Splinters,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=239983,Nils Hamm,Black,C,Avacyn Restored
29,Bone to Ash,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398539,Clint Cearley,Blue,C,Dark Ascension
47,Bone to Ash,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398539,Clint Cearley,Blue,C,Magic Origins
128,Boneknitter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39547,Pete Venters,Black,U,Onslaught
,Boomerang,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201122,Brian Snoddy,Blue,C,Chronicles
,Boomerang,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201122,Brian Snoddy,Blue,C,Legends
30,Boomerang,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201122,Brian Snoddy,Blue,C,Masters Edition III
51,Booster Tutor,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=73939,Christopher Rush,Black,U,Unhinged
,Boris Devilboon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201182,Jesper Myrfors,Black/Red,R,Legends
146,Boris Devilboon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201182,Jesper Myrfors,Black/Red,U,Masters Edition III
,Bottle of Suleiman,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202474,Jesper Myrfors,,R,Fourth Edition
,Bottle of Suleiman,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202474,Jesper Myrfors,,R,Revised Edition
,Bottle of Suleiman,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202474,Jesper Myrfors,,R,Arabian Nights
184,Bottle of Suleiman,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202474,Jesper Myrfors,,R,Masters Edition IV
,Bounty Hunter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4638,Brian Snoddy,Black,R,Tempest
21,Brackwater Elemental,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249390,Thomas M. Baxa,Blue,C,Conflux
46,Brackwater Elemental,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249390,Thomas M. Baxa,Blue,C,Duel Decks: Ajani vs. Nicol Bolas
,Braingeyser,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202409,Mark Tedin,Blue,R,Revised Edition
,Braingeyser,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202409,Mark Tedin,Blue,R,Unlimited Edition
,Braingeyser,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202409,Mark Tedin,Blue,R,Limited Edition Beta
,Braingeyser,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202409,Mark Tedin,Blue,R,Limited Edition Alpha
40,Braingeyser,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202409,Mark Tedin,Blue,R,Masters Edition IV
,Brainstorm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382871,Christopher Rush,Blue,C,Beatdown Box Set
,Brainstorm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382871,Christopher Rush,Blue,C,Fifth Edition
,Brainstorm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382871,Christopher Rush,Blue,C,Ice Age
42,Brainstorm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382871,Christopher Rush,Blue,C,Masters Edition II
58,Brainstorm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382871,Chris Rahn,Blue,C,Vintage Masters
,Brainwash,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2326,Pete Venters,White,C,Fourth Edition
,Brainwash,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2326,Pete Venters,White,C,The Dark
,Brand of Ill Omen,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2613,Rob Alexander,Red,R,Ice Age
,Brass Man,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202445,Christopher Rush,,U,Fourth Edition
,Brass Man,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202445,Christopher Rush,,U,Revised Edition
,Brass Man,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202445,Christopher Rush,,U,Arabian Nights
185,Brass Man,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202445,Christopher Rush,,C,Masters Edition IV
,Brassclaw Orcs,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184685,Rob Alexander,Red,C,Fifth Edition
,Brassclaw Orcs,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184685,Rob Alexander,Red,C,Fallen Empires
,Brassclaw Orcs,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184685,Rob Alexander,Red,C,Fallen Empires
119,Brassclaw Orcs,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184685,Rob Alexander,Red,C,Masters Edition II
94,Break Through the Line,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=391805,Clint Cearley,Red,U,Fate Reforged
172,Breeding Pool,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=97088,Rob Alexander,,R,Dissension
14,Briarhorn,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249383,Nils Hamm,Green,U,Duel Decks: Ajani vs. Nicol Bolas
69,Briarhorn,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249383,Nils Hamm,Green,U,Planechase
199,Briarhorn,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249383,Nils Hamm,Green,U,Lorwyn
54,Broken Ambitions,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=145989,Franz Vohwinkel,Blue,C,Lorwyn
,Bronze Horse,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202610,Mark Poole,,R,Chronicles
,Bronze Horse,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202610,Mark Poole,,R,Legends
186,Bronze Horse,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202610,Mark Poole,,U,Masters Edition IV
106,Brooding Saurian,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376275,rk post,Green,R,Coldsnap
138,Brooding Saurian,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=376275,rk post,Green,R,Commander 2013 Edition
,Brothers of Fire,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159141,Mark Tedin,Red,C,Fifth Edition
,Brothers of Fire,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159141,Mark Tedin,Red,C,Fourth Edition
,Brothers of Fire,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159141,Mark Tedin,Red,U,The Dark
89,Brothers of Fire,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159141,Mark Tedin,Red,C,Masters Edition
21,Browbeat,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368528,Mark Tedin,Red,U,Premium Deck Series: Fire and Lightning
50,Browbeat,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368528,Mark Tedin,Red,U,Planechase
56,Browbeat,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368528,Mark Tedin,Red,S,"Time Spiral ""Timeshifted"""
66,Browbeat,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368528,Chris Rahn,Red,U,Duel Decks: Sorin vs. Tibalt
82,Browbeat,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368528,Mark Tedin,Red,U,Judgment
